account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Cash;Food & Drinks;PHP;-264.75;-264.75;Expenses;CASH;Cash;;2025-06-08 17:30:00;;;;0;false;;;1003;false
Cash;Restaurant, fast-food;PHP;-2057.00;-2057.00;Expenses;CASH;Cash;;2025-06-08 17:30:00;;;;0;false;;;1001;false
Cash;Sports + Active;PHP;-340.00;-340.00;Expenses;CASH;Cash;;2025-06-07 22:51:28;;;;0;false;;;6003;false
Cash;Pets, animals;PHP;-430.00;-430.00;Expenses;CASH;Cash;coco shampoo;2025-06-07 10:01:51;;;;0;false;;;2005;false
Cash;Food & Drinks;PHP;-239.00;-239.00;Expenses;CASH;Cash;llaollao;2025-06-07 09:59:33;;;;0;false;;;1003;false
Cash;Wellness, beauty;PHP;-600.00;-600.00;Expenses;CASH;Cash;haircut;2025-06-06 10:01:27;;;;0;false;;;6001;false
Cash;Food & Drinks;PHP;-109.00;-109.00;Expenses;CASH;Cash;lawson;2025-06-06 10:01:14;;;;0;false;;;1003;false
Cash;Food & Drinks;PHP;-260.00;-260.00;Expenses;CASH;Cash;turks;2025-06-06 10:00:56;;;;0;false;;;1003;false
Cash;Wellness, beauty;PHP;-2350.00;-2350.00;Expenses;CASH;Cash;nuat thai;2025-06-06 10:00:14;;;;0;false;;;6001;false
Cash;Parking;PHP;-50.00;-50.00;Expenses;CASH;Cash;parking;2025-06-06 09:59:49;;;;0;false;;;5001;false
Cash;Food & Drinks;PHP;-194.00;-194.00;Expenses;CASH;Cash;pickup coffee;2025-06-06 09:59:06;;;;0;false;;;1003;false
Cash;Food & Drinks;PHP;-228.00;-228.00;Expenses;CASH;Cash;;2025-06-05 17:30:00;;;;0;false;;;1003;false
Cash;Sports + Active;PHP;531.00;531.00;Income;CASH;Cash;refund;2025-06-05 10:42:36;;;;0;false;;;6003;false
Cash;Sports + Active;PHP;531.00;531.00;Income;CASH;Cash;refund;2025-06-05 08:44:23;;;;0;false;;;6003;false
Cash;Sports + Active;PHP;-120.00;-120.00;Expenses;CASH;Cash;;2025-06-04 20:12:44;;;;0;false;;;6003;false
Cash;Transportation;PHP;-200.00;-200.00;Expenses;CASH;Cash;;2025-06-04 20:11:54;;;;0;false;;;4004;false
Cash;Sports + Active;PHP;-5000.00;-5000.00;Expenses;CASH;Cash;coach nadal;2025-06-04 20:11:51;;;;0;false;;;6003;false
Cash;Sports + Active;PHP;-1250.00;-1250.00;Expenses;CASH;Cash;shirt tournament;2025-06-04 20:10:49;;;;0;false;;;6003;false
Cash;Bar, cafe;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-06-03 20:29:27;;;;0;false;;;1002;false
Cash;Bar, cafe;PHP;-425.00;-425.00;Expenses;CASH;Cash;;2025-06-03 20:29:15;;;;0;false;;;1002;false
Cash;Restaurant, fast-food;PHP;-2422.00;-2422.00;Expenses;CASH;Cash;;2025-06-03 20:27:24;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-647.00;-647.00;Expenses;CASH;Cash;kuroda;2025-06-03 20:26:52;;;;0;false;;;1001;false
Cash;Allowance;PHP;-2000.00;-2000.00;Expenses;CASH;Cash;For Rachelle bebe;2025-06-03 10:13:42;;;;0;false;;;8007;false
Cash;Restaurant, fast-food;PHP;-650.00;-650.00;Expenses;CASH;Cash;711, Angels Burger;2025-06-03 10:08:36;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-379.00;-379.00;Expenses;CASH;Cash;;2025-06-01 09:18:26;;;;0;false;;;1001;false
Cash;Shopping;PHP;-568.00;-568.00;Expenses;CASH;Cash;;2025-06-01 09:17:21;;;;0;false;;;2010;false
Cash;Fuel;PHP;-2404.00;-2404.00;Expenses;CASH;Cash;;2025-06-01 09:17:17;;;;0;false;;;5000;false
Cash;Clothes & shoes;PHP;-760.00;-760.00;Expenses;CASH;Cash;;2025-06-01 09:17:12;;;;0;false;;;2000;false
Cash;Restaurant, fast-food;PHP;-1191.67;-1191.67;Expenses;CASH;Cash;;2025-06-01 09:16:06;;;;0;false;;;1001;false
Cash;Groceries;PHP;-102.00;-102.00;Expenses;CASH;Cash;;2025-05-31 15:07:01;;;;0;false;;;1000;false
Cash;Sports + Active;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-05-31 15:06:49;;;;0;false;;;6003;false
Cash;Housing;PHP;-4500.00;-4500.00;Expenses;CASH;Cash;;2025-05-30 21:26:38;;;;0;false;;;3005;false
Cash;Food & Drinks;PHP;-250.00;-250.00;Expenses;CASH;Cash;;2025-05-30 21:24:26;;;;0;false;;;1003;false
Cash;Wellness, beauty;PHP;-2400.00;-2400.00;Expenses;CASH;Cash;;2025-05-30 21:23:46;;;;0;false;;;6001;false
Cash;Restaurant, fast-food;PHP;-305.00;-305.00;Expenses;CASH;Cash;;2025-05-30 21:22:57;;;;0;false;;;1001;false
Cash;Groceries;PHP;-310.75;-310.75;Expenses;CASH;Cash;;2025-05-29 20:24:10;;;;0;false;;;1000;false
Cash;Sports + Active;PHP;-644.00;-644.00;Expenses;CASH;Cash;;2025-05-29 20:19:01;;;;0;false;;;6003;false
Cash;Restaurant, fast-food;PHP;-527.00;-527.00;Expenses;CASH;Cash;;2025-05-29 20:18:47;;;;0;false;;;1001;false
Cash;Transportation;PHP;-148.00;-148.00;Expenses;CASH;Cash;;2025-05-29 12:13:53;;;;0;false;;;4004;false
Cash;Income;PHP;53992.00;53992.00;Income;CASH;Cash;;2025-05-29 10:15:24;;;;0;false;;;10011;false
Cash;Taxi;PHP;-180.00;-180.00;Expenses;CASH;Cash;;2025-05-28 21:28:25;;;;0;false;;;4001;false
Cash;Restaurant, fast-food;PHP;-1478.00;-1478.00;Expenses;CASH;Cash;;2025-05-28 20:56:28;;;;0;false;;;1001;false
Cash;Transportation;PHP;-263.00;-263.00;Expenses;CASH;Cash;;2025-05-28 12:13:30;;;;0;false;;;4004;false
Cash;Internet;PHP;-600.00;-600.00;Expenses;CASH;Cash;;2025-05-28 12:12:48;;;;0;false;;;7002;false
Cash;Sports + Active;PHP;-1600.00;-1600.00;Expenses;CASH;Cash;;2025-05-28 10:54:45;;;;0;false;;;6003;false
Cash;Charges, Fees;PHP;-30005.00;-30005.00;Expenses;CASH;Cash;;2025-05-28 09:55:37;;;;0;false;;;8005;false
Cash;Parking;PHP;-4500.00;-4500.00;Expenses;CASH;Cash;;2025-05-28 09:54:59;;;;0;false;;;5001;false
Cash;Housing;PHP;-6000.00;-6000.00;Expenses;CASH;Cash;;2025-05-28 09:54:38;;;;0;false;;;3005;false
Cash;Housing;PHP;-5500.00;-5500.00;Expenses;CASH;Cash;;2025-05-28 09:53:38;;;;0;false;;;3005;false
Cash;Income;PHP;104312.00;104312.00;Income;CASH;Cash;;2025-05-28 09:09:42;;;;0;false;;;10011;false
Cash;Food & Drinks;PHP;-1000.00;-1000.00;Expenses;CASH;Cash;;2025-05-27 21:08:28;;;;0;false;;;1003;false
Cash;Transportation;PHP;-166.00;-166.00;Expenses;CASH;Cash;;2025-05-27 12:12:27;;;;0;false;;;4004;false
Cash;Income;PHP;100000.00;100000.00;Income;CASH;Cash;;2025-05-27 09:51:25;;;;0;false;;;10011;false
Cash;Lending, renting;PHP;3000.00;3000.00;Income;CASH;Cash;;2025-05-27 09:50:39;;;;0;false;;;10005;false
Cash;Sports + Active;PHP;-1600.00;-1600.00;Expenses;CASH;Cash;;2025-05-27 09:08:10;;;;0;false;;;6003;false
Cash;Transportation;PHP;-155.00;-155.00;Expenses;CASH;Cash;;2025-05-26 12:11:54;;;;0;false;;;4004;false
Cash;Shopping;PHP;-202.00;-202.00;Expenses;CASH;Cash;mercury;2025-05-26 11:43:37;;;;0;false;;;2010;false
Cash;Vehicle;PHP;-27439.00;-27439.00;Expenses;CASH;Cash;;2025-05-26 09:49:50;;;;0;false;;;5004;false
Cash;Financial expenses;PHP;-4175.00;-4175.00;Expenses;CASH;Cash;;2025-05-26 09:49:26;;;;0;false;;;8008;false
Cash;Transportation;PHP;-114.00;-114.00;Expenses;CASH;Cash;;2025-05-25 12:11:35;;;;0;false;;;4004;false
Cash;Software, apps, games;PHP;-150.00;-150.00;Expenses;CASH;Cash;spotify;2025-05-25 12:10:57;;;;0;false;;;7003;false
Cash;Food & Drinks;PHP;-438.00;-438.00;Expenses;CASH;Cash;;2025-05-25 12:10:15;;;;0;false;;;1003;false
Cash;Transportation;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-05-24 12:06:33;;;;0;false;;;4004;false
Cash;Bar, cafe;PHP;-425.00;-425.00;Expenses;CASH;Cash;starbucks;2025-05-24 11:42:56;;;;0;false;;;1002;false
Cash;TV, Streaming;PHP;-840.00;-840.00;Expenses;CASH;Cash;cinema;2025-05-24 11:41:35;;;;0;false;;;6008;false
Cash;Restaurant, fast-food;PHP;-1164.00;-1164.00;Expenses;CASH;Cash;nonos;2025-05-24 11:41:10;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;PHP;-1460.00;-1460.00;Expenses;CASH;Cash;jiang nan;2025-05-23 11:40:21;;;;0;false;;;1001;false
Cash;Active sport, fitness;PHP;-5580.00;-5580.00;Expenses;CASH;Cash;new racket;2025-05-23 11:39:46;;;;0;false;;;6002;false
Cash;Sports + Active;PHP;-800.00;-800.00;Expenses;CASH;Cash;;2025-05-23 09:49:04;;;;0;false;;;6003;false
Cash;Transportation;PHP;-169.00;-169.00;Expenses;CASH;Cash;;2025-05-22 12:05:46;;;;0;false;;;4004;false
Cash;Food & Drinks;PHP;-1023.00;-1023.00;Expenses;CASH;Cash;;2025-05-22 12:05:10;;;;0;false;;;1003;false
Cash;Restaurant, fast-food;PHP;-287.00;-287.00;Expenses;CASH;Cash;;2025-05-22 11:39:15;;;;0;false;;;1001;false
Cash;Sports + Active;PHP;-644.00;-644.00;Expenses;CASH;Cash;;2025-05-22 09:47:24;;;;0;false;;;6003;false
Cash;Transportation;PHP;-340.00;-340.00;Expenses;CASH;Cash;;2025-05-21 12:02:20;;;;0;false;;;4004;false
Cash;Transportation;PHP;-166.00;-166.00;Expenses;CASH;Cash;;2025-05-21 12:02:19;;;;0;false;;;4004;false
Cash;Restaurant, fast-food;PHP;-634.00;-634.00;Expenses;CASH;Cash;burger king;2025-05-21 11:37:53;;;;0;false;;;1001;false
Cash;Drug-store, chemist;PHP;-373.00;-373.00;Expenses;CASH;Cash;watson;2025-05-21 11:37:26;;;;0;false;;;2011;false
Cash;Transportation;PHP;-166.00;-166.00;Expenses;CASH;Cash;;2025-05-20 11:59:42;;;;0;false;;;4004;false
Cash;TV, Streaming;PHP;-251.00;-251.00;Expenses;CASH;Cash;netflix;2025-05-19 11:58:19;;;;0;false;;;6008;false
Cash;Restaurant, fast-food;PHP;-902.00;-902.00;Expenses;CASH;Cash;grabfood;2025-05-19 11:55:01;;;;0;false;;;1001;false
Cash;Bar, cafe;PHP;-195.00;-195.00;Expenses;CASH;Cash;breadtalk;2025-05-19 11:36:30;;;;0;false;;;1002;false
Cash;Bar, cafe;PHP;-438.00;-438.00;Expenses;CASH;Cash;llaollao;2025-05-19 11:35:31;;;;0;false;;;1002;false
Cash;Life & Entertainment;PHP;-1400.00;-1400.00;Expenses;CASH;Cash;;2025-05-19 09:46:27;;;;0;false;;;6013;false
Cash;Financial expenses;PHP;-2000.00;-2000.00;Expenses;CASH;Cash;;2025-05-19 09:32:52;;;;0;false;;;8008;false
Cash;Software, apps, games;PHP;-120.00;-120.00;Expenses;CASH;Cash;google storage;2025-05-18 11:48:43;;;;0;false;;;7003;false
Cash;Public transport;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-05-17 11:48:18;;;;0;false;;;4000;false
Cash;Vehicle;PHP;-249.00;-249.00;Expenses;CASH;Cash;blade asia wiper fluid;2025-05-17 11:34:17;;;;0;false;;;5004;false
Cash;Restaurant, fast-food;PHP;-838.00;-838.00;Expenses;CASH;Cash;kuroda;2025-05-17 11:32:56;;;;0;false;;;1001;false
Cash;Clothes & shoes;PHP;-830.00;-830.00;Expenses;CASH;Cash;;2025-05-17 11:31:34;;;;0;false;;;2000;false
Cash;Clothes & shoes;PHP;-990.00;-990.00;Expenses;CASH;Cash;decathlon;2025-05-17 11:30:47;;;;0;false;;;2000;false
Cash;Shopping;PHP;-82.75;-82.75;Expenses;CASH;Cash;mercury;2025-05-16 11:30:09;;;;0;false;;;2010;false
Cash;Fuel;PHP;-2608.00;-2608.00;Expenses;CASH;Cash;;2025-05-16 11:29:34;;;;0;false;;;5000;false
Cash;Financial expenses;PHP;-3000.00;-3000.00;Expenses;CASH;Cash;;2025-05-16 09:32:35;;;;0;false;;;8008;false
Cash;Bar, cafe;PHP;-235.00;-235.00;Expenses;CASH;Cash;;2025-05-15 11:27:26;;;;0;false;;;1002;false
Cash;Allowance;PHP;-2000.00;-2000.00;Expenses;CASH;Cash;;2025-05-15 09:30:15;;;;0;false;;;8007;false
Cash;Sports + Active;PHP;-356.00;-356.00;Expenses;CASH;Cash;;2025-05-14 09:29:00;;;;0;false;;;6003;false
Cash;Income;PHP;51405.00;51405.00;Income;CASH;Cash;;2025-05-14 09:24:56;;;;0;false;;;10011;false
Cash;Bar, cafe;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-05-13 09:24:31;;;;0;false;;;1002;false
Cash;Financial expenses;PHP;-5000.00;-5000.00;Expenses;CASH;Cash;;2025-05-12 09:24:03;;;;0;false;;;8008;false
Cash;Financial expenses;PHP;-5000.00;-5000.00;Expenses;CASH;Cash;;2025-05-09 09:23:46;;;;0;false;;;8008;false
Cash;Financial expenses;PHP;-3400.00;-3400.00;Expenses;CASH;Cash;;2025-05-08 09:23:17;;;;0;false;;;8008;false
Cash;Financial expenses;PHP;-4500.00;-4500.00;Expenses;CASH;Cash;;2025-05-05 09:22:58;;;;0;false;;;8008;false
Cash;Bar, cafe;PHP;-435.00;-435.00;Expenses;CASH;Cash;;2025-05-05 09:21:28;;;;0;false;;;1002;false
Cash;Sports + Active;PHP;-300.00;-300.00;Expenses;CASH;Cash;;2025-05-05 09:19:59;;;;0;false;;;6003;false
Cash;Financial expenses;PHP;-2000.00;-2000.00;Expenses;CASH;Cash;;2025-05-05 09:19:15;;;;0;false;;;8008;false
Cash;Bar, cafe;PHP;-150.00;-150.00;Expenses;CASH;Cash;;2025-04-30 09:16:00;;;;0;false;;;1002;false
Cash;Financial expenses;PHP;-5000.00;-5000.00;Expenses;CASH;Cash;;2025-04-30 09:15:49;;;;0;false;;;8008;false
Cash;Income;PHP;100300.00;100300.00;Income;CASH;Cash;;2025-04-29 09:57:10;;;;0;false;;;10011;false
Cash;Sports + Active;PHP;-147.00;-147.00;Expenses;CASH;Cash;;2025-04-29 09:14:37;;;;0;false;;;6003;false
